id	term	count
9627	feature extraction and	5
9628	is performed on	5
9629	of arabic text	5
9630	based on supervised	5
9631	and propose a	5
9632	piece of information	5
9633	and negative sentiment	5
9634	text sentiment analysis	5
9635	sentiment score to	5
9636	automated analysis of	5
9637	in unstructured form	5
9638	relation extraction and	5
9639	a text analysis	5
9640	river and bay	5
9641	natural language preprocessing	5
9642	stop word list	5
9643	by domain expert	5
9644	method in a	5
9645	on a daily	5
9646	a daily basis	5
9647	of textual document	5
9648	social medium analytics	5
9649	a detailed analysis	5
9650	is presented in	5
9651	proposed method outperforms	5
9652	high precision and	5
9653	by human expert	5
9654	application of natural	5
9655	a survey of	5
9656	effective method to	5
9657	aspect-level sentiment analysis	5
9658	analysis text mining	5
9659	is a set	5
9660	to text classification	5
9661	a novel and	5
9662	a comparative study	5
9663	particle swarm optimization	5
9664	topic and sentiment	5
9665	level of precision	5
9666	sociedad española para	5
9667	española para el	5
9668	analysis based on	5
9669	of social data	5
9670	model a well	5
9671	google n-gram based	5
9672	detailed analysis of	5
9673	of systematic review	5
9674	different combination of	5
9675	opinion and feeling	5
9676	used to model	5
9677	is to study	5
9678	a naïve bayes	5
9679	on a real-world	5
9680	algorithm is proposed	5
9681	opinion on a	5
9682	wealth of information	5
9683	a novel framework	5
9684	is useful to	5
9685	amount of time	5
9686	and a set	5
9687	used to construct	5
9688	on sentiment analysis	5
9689	based on information	5
9690	gene and protein	5
9691	of topic detection	5
9692	performance of a	5
9693	movie review dataset	5
9694	native language identification	5
9695	a document is	5
9696	academia and industry	5
9697	sentiment and topic	5
9698	movie and tv	5
9699	renewable energy act	5
9700	of information available	5
9701	a training set	5
9702	stemming is a	5
9703	natural language description	5
9704	temporal text mining	5
9705	corpus of news	5
9706	entity mentioned in	5
9707	web text mining	5
9708	lot of attention	5
9709	in different domain	5
9710	sentiment and opinion	5
9711	experiment conducted on	5
9712	question retrieval in	5
9713	retrieval in cqa	5
9714	in a corpus	5
9715	by morgan claypool	5
9716	text in order	5
9717	use of a	5
9718	on a novel	5
9719	li faculty member	5
9720	of microblog text	5
9721	attracted much attention	5
9722	of product feature	5
9723	and quality of	5
9724	semantic orientation of	5
9725	cross-lingual information retrieval	5
9726	document clustering technique	5
9727	a task of	5
9728	identification and classification	5
9729	and retrieval of	5
9730	computer society inc	5
9731	of a semantic	5
9732	detection and tracking	5
9733	word segmentation system	5
9734	personalization and contextualization	5
9735	information access technology	5
9736	natural language processing and	108
9737	and natural language processing	95
9738	of natural language processing	74
9739	in natural language processing	71
9740	nature singapore pte ltd	56
9741	mining and natural language	53
9742	text mining and natural	51
9743	natural language processing technique	48
9744	language processing and text	44
9745	processing and text mining	40
9746	of text mining and	26
9747	international publishing ag part	23
9748	publishing ag part of	23
9749	mining natural language processing	21
9750	text mining and information	21
9751	of biomedical text mining	20
9752	a wide range of	19
9753	medium llc part of	19
9754	and support vector machine	18
9755	text mining natural language	18
9756	a natural language processing	18
9757	mining and information retrieval	18
9758	text mining technique to	17
9759	mining and sentiment analysis	17
9760	named entity recognition and	16
9761	approach is based on	16
9762	field of text mining	16
9763	and text mining technique	15
9764	natural language processing task	15
9765	a huge amount of	15
9766	field of natural language	14
9767	text mining technique and	14
9768	is a challenging task	13
9769	in term of precision	13
9770	informa uk limited trading	13
9771	uk limited trading a	13
9772	limited trading a taylor	13
9773	trading a taylor francis	13
9774	a taylor francis group	13
9775	natural language processing tool	13
9776	natural language processing text	13
9777	support vector machine and	13
9778	information retrieval and text	12
9779	language processing and information	12
9780	processing and information retrieval	12
9781	john wiley son ltd	12
9782	natural language processing information	12
9783	is based on a	12
9784	processing and machine learning	12
9785	text mining and sentiment	12
9786	a vital role in	11
9787	world scientific publishing company	11
9788	text mining information retrieval	11
9789	on natural language processing	11
9790	written in natural language	11
9791	on a set of	11
9792	in text mining and	10
9793	task in natural language	10
9794	retrieval and text mining	10
9795	play a vital role	10
9796	language processing technique and	10
9797	a broad range of	10
9798	in order to improve	10
9799	in biomedical text mining	10
9800	of a set of	10
9801	based on natural language	10
9802	in order to obtain	10
9803	language processing text mining	10
9804	language processing and machine	10
9805	a text mining system	10
9806	text mining is a	9
9807	task in text mining	9
9808	mining information retrieval and	9
9809	language processing information retrieval	9
9810	in text mining application	9
9811	institute of advanced scientific	9
9812	of advanced scientific research	9
9813	advanced scientific research inc	9
9814	processing text mining and	9
9815	sentiment analysis and opinion	9
9816	analysis and opinion mining	9
9817	sentiment analysis is a	9
9818	application of text mining	9
9819	in a set of	9
9820	published by oxford university	9
9821	a bag of word	9
9822	of text mining in	9
9823	springer-verlag gmbh germany part	8
9824	gmbh germany part of	8
9825	information retrieval and natural	8
9826	retrieval and natural language	8
9827	in text mining is	8
9828	issue in text mining	8
9829	natural language processing method	8
9830	natural language processing is	8
9831	creative common license attribution	8
9832	analysis and text mining	8
9833	in a variety of	8
9834	biomedical named entity recognition	8
9835	in order to find	8
9836	huge amount of data	8
9837	of natural language text	8
9838	learning and text mining	8
9839	to take advantage of	7
9840	institute of advanced engineering	7
9841	of advanced engineering and	7
9842	advanced engineering and science	7
9843	mining and machine learning	7
9844	mining and text mining	7
9845	of positive and negative	7
9846	positive negative and neutral	7
9847	huge amount of text	7
9848	natural language processing to	7
9849	cancer text mining shared	7
9850	and machine learning technique	7
9851	information retrieval text mining	7
9852	precision recall and f-measure	7
9853	a vast amount of	7
9854	a a case study	7
9855	data a well a	7
9856	of precision and recall	7
9857	biomedical natural language processing	7
9858	natural language processing application	7
9859	entity recognition and relation	7
9860	recognition and relation extraction	7
9861	biomedical text mining and	7
9862	research area in natural	7
9863	area in natural language	7
9864	and text mining tool	7
9865	active research area in	7
9866	technique in order to	7
9867	use of social medium	7
9868	based on machine learning	7
9869	a novel approach to	7
9870	field of biomedical text	7
9871	in natural language text	7
9872	related to text mining	7
9873	information retrieval natural language	7
9874	retrieval natural language processing	7
9875	frequency inverse document frequency	6
9876	text mining and machine	6
9877	in order to facilitate	6
9878	and text mining method	6
9879	web mining and text	6
9880	on text mining and	6
9881	applying natural language processing	6
9882	of social medium data	6
9883	a recurrent neural network	6
9884	biomedical text mining is	6
9885	natural language processing ha	6
9886	accuracy precision recall and	6
9887	precision recall and f	6
9888	learning and natural language	6
9889	text mining approach to	6
9890	data and text mining	6
9891	many text mining application	6
9892	bidirectional long short-term memory	6
9893	of sentiment analysis and	6
9894	retrieval text mining and	6
9895	taylor francis group llc	6
9896	a case study on	6
9897	term of precision and	6
9898	machine learning algorithm to	6
9899	use of text mining	6
9900	of text mining technique	6
9901	data mining text mining	6
9902	is used to extract	6
9903	of text mining natural	6
9904	of word in a	6
9905	proposed approach is based	6
9906	natural language processing algorithm	6
9907	text mining method to	6
9908	growth of social medium	6
9909	extraction and text mining	6
9910	institute of electronics information	6
9911	of electronics information and	6
9912	electronics information and communication	6
9913	information and communication engineer	6
9914	of named entity recognition	6
9915	machine learning and text	6
9916	a better understanding of	6
9917	para el procesamiento del	6
9918	el procesamiento del lenguaje	6
9919	procesamiento del lenguaje natural	6
9920	in term of accuracy	6
9921	to extract useful information	6
9922	vector machine and naïve	6
9923	a text mining approach	6
9924	problem of information overload	6
9925	bag of word and	6
9926	in a number of	6
9927	use of natural language	6
9928	many natural language processing	6
9929	proposed text mining environment	6
9930	is a process of	5
9931	term frequency inverse document	5
9932	a wide variety of	5
9933	term of precision recall	5
9934	long short-term memory network	5
9935	text a well a	5
9936	a case study of	5
9937	make full use of	5
9938	a rich source of	5
9939	is a fundamental task	5
9940	of social medium text	5
9941	based on text mining	5
9942	algorithm a well a	5
9943	play a significant role	5
9944	text mining and data	5
9945	used in natural language	5
9946	to a variety of	5
9947	method in term of	5
9948	text mining is to	5
9949	and machine learning method	5
9950	system is based on	5
9951	in order to provide	5
9952	text mining and text	5
9953	precision recall and f-score	5
9954	and machine learning algorithm	5
9955	to natural language processing	5
9956	positive and negative word	5
